expression,model,mean_ic,ic_tstat,ic_days,signal_autocorr,coverage,error
"TS_PRODUCT(BOUND(TS_COV($close, MIN($volume, $high), 21), -3, 3), 10)",random-grammar-seed2,-0.0061596317475428285,-3.6686895878220644,4499,0.9665292253946364,0.4186899376219154,
"(MIN($dollar_volume, TS_STD($dollar_volume, 5)) - POWER($close, 3))",random-grammar-seed2,-0.005311113592745473,-3.575247590299827,4524,0.777969410177676,0.4226392376026219,
"(IF(($volume >= 0), ($close - $return), $high) / (POWER(BOUND(($volume * $close), -3, 3), 0.5) + 1e-8))",random-grammar-seed2,-0.00503403807073291,-3.3478851370815574,4527,0.9869875012452142,0.42311531653958107,
"(TS_PRODUCT($low, 252) + TS_MAX($return, 5))",random-grammar-seed2,0.005168684047675195,3.2522315319700508,4277,,0.38492304853127257,
"IF_ELSE((TS_CORR(($high * $open), $high, 3) > 0), $open, POWER($close, 1.5))",random-grammar-seed2,0.005714423176408433,3.1124757996341694,4526,0.2491643404360367,0.42220794028429226,
"(TS_CORR($dollar_volume, $high, 5) - MAX(($low - $volume), $high))",random-grammar-seed2,-0.005654946453216525,-2.9620446658299415,4524,0.9904223997152781,0.42263355924175816,
"(BOUND(POWER(($high * $high), 2), -3, 3) + LOG($open))",random-grammar-seed2,0.005656739564839891,2.9458572284904885,4528,0.9878880597075722,0.42263588220756604,
"(IF((($low - $high) > 0), $open, ($open + $low)) - (TS_COVARIANCE($close, $return, 5) / (TS_CORR(($volume * $dollar_volume), $low, 10) + 1e-8)))",random-grammar-seed2,0.005661765695538332,2.9384655843313676,4519,0.9619772941104786,0.4212097102551842,
"SQRT(POWER(($open * $high), 0.5))",random-grammar-seed2,0.005541113131374036,2.895245067246211,4528,0.9898921752880434,0.42263588220756604,
"(DELAY($open, 10) + POWER($high, 2))",random-grammar-seed2,0.005527753682799601,2.8940789962342137,4518,0.9921487078021253,0.421061427604448,
"ABS(MIN(($volume - $open), $low))",random-grammar-seed2,0.005590913243381526,2.889450934505614,4528,0.9899079090720623,0.42263588220756604,
"IF((IF_ELSE(($volume > $volume), ($open + $dollar_volume), ($volume * $open)) >= 0), $low, (DELTA(($return * $return), 3) - MAX(($close - $close), $volume)))",random-grammar-seed2,0.005590913243381526,2.889450934505614,4528,0.990084623638006,0.42263588220756604,
"(CS_DEMEAN(($volume * $low)) + COUNT(($low > $close), 63))",random-grammar-seed2,-0.0044927454153336505,-2.827860809227653,4466,0.6575167005764698,0.4135111434605609,
"(IF_ELSE((($high * $high) > 0), $dollar_volume, $dollar_volume) - TS_COV(($return - $open), $high, 21))",random-grammar-seed2,-0.004457243331615568,-2.7929434214382636,4507,0.5803430596449035,0.41901115217168267,
"(COUNT(($dollar_volume >= $open), 252) + CS_RANK($close))",random-grammar-seed2,-0.00433352877980905,-2.7860606833948416,4277,0.98841206303144,0.3811379048009896,
"(TS_CORR($volume, $close, 21) - MAX(($low - $return), ($dollar_volume + $open)))",random-grammar-seed2,0.004435192235858918,2.774454719216368,4508,0.5801601428844602,0.41948645678670593,
"(POWER(($dollar_volume - $close), 1.5) - BOUND($high, -3, 3))",random-grammar-seed2,-0.00438191760484016,-2.7406640894966587,4528,0.4370456773574219,0.4232763755022607,
"POWER(IF(($dollar_volume > $close), $dollar_volume, $return), 1)",random-grammar-seed2,-0.00438176621854626,-2.7406043677467715,4528,0.5793658008390082,0.4232771498241967,
"(IF_ELSE(($low >= 0), ($dollar_volume + $high), TS_COV($volume, IF_ELSE(($return >= $close), $high, $open), 3)) - COUNT(($dollar_volume <= 0), 10))",random-grammar-seed2,-0.004376101314313741,-2.737913336542348,4519,0.5800270389376261,0.421848138691383,
"((IF_ELSE((($high - $volume) >= ($volume + $dollar_volume)), $open, $close) - IF_ELSE(($low < 0), ($volume - $return), $volume)) - (POWER(MAX($high, BOUND(($open * $high), -3, 3)), 2) - POWER($dollar_volume, 2)))",random-grammar-seed2,-0.004369974356302691,-2.7331368823834747,4528,0.31217487633076973,0.42263588220756604,
"(POWER($open, 0.5) + IF(($low < 0), $volume, $close))",random-grammar-seed2,-0.004228404102059048,-2.700000979348908,4528,0.9908514973543374,0.42263588220756604,
"MAX(($volume * $high), $volume)",random-grammar-seed2,-0.004331613595480985,-2.6988899216834854,4528,0.575366703120794,0.4232763755022607,
"(IF((($return - $open) >= $return), $open, ($dollar_volume + $close)) + COUNT(($low > ($dollar_volume - $open)), 3))",random-grammar-seed2,-0.004232383916215048,-2.647860408908219,4526,0.5799998142965547,0.42228008127799255,
"TS_CORR(($high - $low), ($volume * $low), 252)",random-grammar-seed2,-0.003512342551535579,-2.357080971021722,4277,0.9903957643738395,0.38492304853127257,
"ABS(COUNT(((TS_CORR(($open * $open), $low, 10) + TS_DELTA($dollar_volume, 252)) <= 0), 5))",random-grammar-seed2,-0.003029214183625392,-1.9833935534478366,4272,0.9297902686920061,0.383993475047153,
"TS_COV(TS_ARGMAX($return, 252), ($low - $open), 252)",random-grammar-seed2,-0.001960435524513995,-1.718867513458799,4025,0.9942598935382142,0.34646170365021817,
"(MAX(($high + $close), $high) + POWER((POWER($low, 0.5) + ABS(($low + $open))), 1))",random-grammar-seed2,0.002866921971731533,1.5378311924942278,4528,0.9922360561851193,0.42263588220756604,
"MIN(MIN($low, $volume), (MAX($low, TS_CORR(($open - $dollar_volume), $close, 5)) * POWER(TS_ARGMIN($high, 63), 0.5)))",random-grammar-seed2,0.0026578503802551826,1.3854301387090917,4466,0.8244225521312823,0.4128480657760674,
"(MIN($high, $close) / (COUNT(($high < 0), 10) + 1e-8))",random-grammar-seed2,-0.002157473449160885,-1.3332677336167351,4519,0.9921408431481147,0.4218446542426712,
"(EMA(TS_DELTA($low, 21), 3) + BOUND($close, -3, 3))",random-grammar-seed2,-0.0024375534009189385,-1.209516490600246,4505,0.9808776573612321,0.4198396766431595,
"((BOUND($return, -3, 3) * ABS(($low + $open))) + COUNT((($close * $return) > 0), 63))",random-grammar-seed2,-0.002141869437189402,-1.1401742390658236,4465,0.5971456264649125,0.41278031260667086,
"((EMA($volume, 5) * TS_PRODUCT($close, 252)) / (TS_COV($volume, TS_DELTA($dollar_volume, 252), 3) + 1e-8))",random-grammar-seed2,-0.0010385704800699679,-1.0990931471609775,4274,,0.38456660233341916,
"LN(TS_PRODUCT((IF_ELSE(($high >= 0), $close, $dollar_volume) - TS_COVARIANCE(($open - $high), ($close - $dollar_volume), 63)), 5))",random-grammar-seed2,-0.002293971581751866,-0.7013328879091769,2966,0.954842557230086,0.030529320022739254,
"ZSCORE(IF_ELSE(($return >= ($low - $open)), ($low + $close), $volume))",random-grammar-seed2,0.0008819101648280283,0.49530724723226655,4527,0.030922870073087073,0.4224746941912304,
"(TS_DELTA(($volume + $volume), 252) - ABS(POWER(BOUND(($return * $high), -3, 3), 3)))",random-grammar-seed2,-0.0006658739842812299,-0.483820777482794,4276,0.48531236861697696,0.3852659440952467,
"TS_CORR($dollar_volume, IF_ELSE(($dollar_volume >= 0), $volume, $dollar_volume), 252)",random-grammar-seed2,0.0011932001597256107,0.40212372471207386,4277,0.9929379140279819,0.38500164220777244,
"DELTA(($high * $dollar_volume), 10)",random-grammar-seed2,0.00037250456029632156,0.31528285302647513,4518,0.3960425921005202,0.4217002432016147,
"(COUNT(($return >= 0), 5) * MAX($low, ($high - $close)))",random-grammar-seed2,-0.0005123093852476063,-0.2701343559282408,4523,0.865245244833376,0.42248024349843805,
"(POWER(($dollar_volume * $open), 1) + TS_COVARIANCE($high, $low, 21))",random-grammar-seed2,-0.0004365470031450471,-0.2681352714867904,4508,0.6628315997333843,0.41947871356734634,
